novada kods,Izglītības iestāde,Centralizētais eksāmens,vidējais vērtējums,skaits,<5%,5-9%,10-19%,20-29%,30-39%,40-49%,50-59%,60-69%,70-79%,80-89%,90-100%
162,Ciblas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,48.2,8,,,,2,,2,2,1,1,,
162,Ciblas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,82.4,7,,,,,,,,,3,3,1
162,Ciblas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,62.1,8,,,,,,3,1,1,2,1,
162,Ciblas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,36.3,8,,,1,1,4,,1,1,,,
162,Ciblas vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,79.7,1,,,,,,,,,1,,
162,Ciblas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,53.3,1,,,,,,,1,,,,
150,Dagdas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,62.2,19,,,,1,2,2,3,3,4,3,1
150,Dagdas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,89.6,17,,,,,,,,,1,5,11
150,Dagdas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,65.3,25,,,,,1,4,3,7,7,2,1
150,Dagdas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,50.5,25,,,,4,5,4,4,4,1,2,1
150,Dagdas vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,34.8,21,,1,5,4,2,5,2,,1,1,
150,Dagdas vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,73.3,6,,,,,,,,1,5,,
150,Dagdas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,40.0,2,,,,,1,1,,,,,
150,Dagdas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,16.1,1,,,1,,,,,,,,
126,Daugavgrīvas cietums (strukt.) (likv.),Centralizētais eksāmens angļu valodā 12.klasē,25.5,31,,,11,14,3,3,,,,,
126,Daugavgrīvas cietums (strukt.) (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,20.6,24,,6,6,7,4,1,,,,,
126,Daugavgrīvas cietums (strukt.) (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,46.7,9,,,,1,1,3,3,1,,,
126,Daugavgrīvas cietums (strukt.) (likv.),Centralizētais eksāmens matemātikā 12.klasei,24.6,24,,2,4,13,4,1,,,,,
126,Daugavpils 10. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,57.1,39,,,,3,4,6,8,9,5,4,
126,Daugavpils 10. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,40.5,39,,,1,6,13,10,7,2,,,
126,Daugavpils 10. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,60.8,54,,,,1,5,11,7,11,13,6,
126,Daugavpils 10. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,43.2,39,,,2,7,10,7,5,5,1,2,
126,Daugavpils 10. vidusskola (likv.),Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,51.4,1,,,,,,,1,,,,
126,Daugavpils 10. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,28.4,3,,,1,1,,1,,,,,
126,Daugavpils 10. vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,45.3,4,,,,,2,1,,,1,,
126,Daugavpils 10. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,48.3,2,,,,,,1,1,,,,
126,Daugavpils 11. pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,29.7,31,,,11,8,6,,4,2,,,
126,Daugavpils 12. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,73.8,25,,,,,1,1,3,4,6,4,6
126,Daugavpils 12. vidusskola (likv.),Centralizētais eksāmens krievu valodā 12.klasei,88.9,16,,,,,,,,,,9,7
126,Daugavpils 12. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,59.8,34,,,,1,5,2,8,9,4,5,
126,Daugavpils 12. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,50.5,34,,,,8,3,9,1,6,4,1,2
126,Daugavpils 12. vidusskola (likv.),Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,79.2,2,,,,,,,,1,,1,
126,Daugavpils 12. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,51.7,2,,,,,1,,,1,,,
126,Daugavpils 12. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,57.5,8,,,,,1,1,2,3,1,,
126,Daugavpils 12. vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,64.0,2,,,,,,,1,1,,,
126,Daugavpils 13. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,61.7,28,,,,,2,6,4,9,2,4,1
126,Daugavpils 13. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,47.0,28,,,,2,8,8,7,,2,1,
126,Daugavpils 13. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,58.3,68,,,,6,7,12,7,14,12,10,
126,Daugavpils 13. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,45.0,28,,,3,4,3,8,4,1,3,2,
126,Daugavpils 13. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,69.0,2,,,,,,,,1,1,,
126,Daugavpils 13. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,55.3,1,,,,,,,1,,,,
126,Daugavpils 15. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,59.3,21,,,,2,1,5,2,4,2,4,1
126,Daugavpils 15. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,43.7,21,,,,2,6,9,3,1,,,
126,Daugavpils 15. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,59.9,72,,,,4,7,7,15,18,17,4,
126,Daugavpils 15. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,44.8,21,,,2,4,3,2,6,1,2,1,
126,Daugavpils 15. vidusskola (likv.),Centralizētais eksāmens matemātikā optimālajā līmenī,31.9,25,,2,7,6,4,1,1,3,,1,
126,Daugavpils 15. vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,73.3,1,,,,,,,,,1,,
126,Daugavpils 15. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,46.0,4,,,,,,3,1,,,,
126,Daugavpils 15. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,80.7,1,,,,,,,,,,1,
126,Daugavpils 16. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,57.7,21,,,,1,3,4,4,3,4,1,1
126,Daugavpils 16. vidusskola (likv.),Centralizētais eksāmens angļu valodā optimālajā līmenī,47.2,7,,,,,3,1,2,,1,,
126,Daugavpils 16. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,40.5,21,,,1,4,8,4,2,,2,,
126,Daugavpils 16. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,60.4,47,,,1,3,4,7,6,8,9,9,
126,Daugavpils 16. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,36.7,21,1,1,5,3,4,1,1,1,4,,
126,Daugavpils 16. vidusskola (likv.),Centralizētais eksāmens matemātikā optimālajā līmenī,52.9,8,,,,1,1,2,2,,1,,1
126,Daugavpils 16. vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,58.9,3,,,,,,,1,2,,,
126,Daugavpils 16. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,49.7,2,,,,,1,,,1,,,
126,Daugavpils 17. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,47.6,16,,,,2,5,4,1,1,3,,
126,Daugavpils 17. vidusskola (likv.),Centralizētais eksāmens krievu valodā 12.klasei,82.9,9,,,,,,,,1,1,6,1
126,Daugavpils 17. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,36.2,22,1,,1,4,8,6,1,1,,,
126,Daugavpils 17. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,57.3,14,,,,1,2,2,2,2,5,,
126,Daugavpils 17. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,36.0,23,,2,1,5,8,3,1,2,1,,
126,Daugavpils 17. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,56.7,1,,,,,,,1,,,,
126,Daugavpils 17. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,36.7,2,,,,,1,1,,,,,
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,69.2,40,,,,,,4,3,11,13,8,1
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens angļu valodā optimālajā līmenī,64.6,13,,,,,,2,2,4,4,,1
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,54.4,40,,,,2,3,12,10,6,4,3,
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,77.6,66,,,,,,1,3,13,18,22,9
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,65.5,40,,,,,1,7,10,7,4,9,2
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,61.8,6,,,,,1,1,,2,1,1,
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens latviešu valodā optimālajā līmenī,57.5,1,,,,,,,1,,,,
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,48.0,5,,,,1,,2,1,1,,,
126,Daugavpils 3. vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,80.0,2,,,,,,,,,1,1,
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,69.8,28,,,,,2,1,2,6,9,7,1
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens angļu valodā optimālajā līmenī,72.9,6,,,,,,,1,2,1,2,
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,57.7,28,,,,,7,3,4,8,3,3,
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,73.3,54,,,,,1,,4,12,24,11,2
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,55.2,28,,,,2,3,8,4,6,,3,2
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens matemātikā optimālajā līmenī,59.5,11,,,,1,2,,2,2,2,2,
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,57.1,3,,,,,,,2,1,,,
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens latviešu valodā optimālajā līmenī,52.0,6,,,,,1,,5,,,,
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,59.2,4,,,,,,,2,2,,,
126,Daugavpils 9. vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,72.0,2,,,,,,,,,2,,
126,Daugavpils būvniecības tehnikums (prof.),Centralizētais eksāmens angļu valodā 12.klasē,30.5,80,,,22,27,15,6,7,1,1,1,
126,Daugavpils būvniecības tehnikums (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,25.3,83,3,6,26,23,15,7,1,,2,,
126,Daugavpils būvniecības tehnikums (prof.),Centralizētais eksāmens matemātikā 12.klasei,15.3,90,9,24,36,11,5,4,1,,,,
126,Daugavpils Centra vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,68.2,28,,,,,1,1,3,10,8,5,
126,Daugavpils Centra vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,51.6,29,,,,,4,9,11,3,2,,
126,Daugavpils Centra vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,45.4,28,,,,4,7,8,5,4,,,
126,Daugavpils Centra vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,62.8,40,,,,,2,2,13,7,16,,
126,Daugavpils Centra vidusskola,Centralizētais eksāmens matemātikā 12.klasei,55.1,28,,,,4,3,6,3,3,4,3,2
126,Daugavpils Centra vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,45.8,29,,,,,6,12,9,2,,,
126,Daugavpils Centra vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,52.0,1,,,,,,,1,,,,
126,Daugavpils Centra vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,58.3,2,,,,,,1,,1,,,
126,Daugavpils Saskaņas pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,77.3,26,,,,,,,1,5,11,8,1
126,Daugavpils tehnikums (prof.) (likv.),Centralizētais eksāmens angļu valodā 12.klasē,44.3,22,,,1,4,2,6,6,1,2,,
126,Daugavpils tehnikums (prof.) (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,29.5,147,4,5,25,50,28,26,7,2,,,
126,Daugavpils tehnikums (prof.) (likv.),Centralizētais eksāmens matemātikā 12.klasei,23.5,150,7,21,48,35,16,12,7,1,1,1,1
126,Daugavpils tehnikums (prof.) (likv.),Centralizētais eksāmens matemātikā vispārīgajā līmenī,24.5,15,,4,2,5,1,,2,1,,,
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens angļu valodā 12.klasē,78.7,57,,,,,,,3,6,20,23,5
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens angļu valodā optimālajā līmenī,71.0,29,,,,,1,1,6,4,8,5,4
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens latviešu valodā 12.klasei,60.0,58,,,,,6,7,17,16,6,6,
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,84.1,59,,,,,,,,1,10,40,8
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens matemātikā 12.klasei,74.2,58,,,,,1,5,3,12,12,17,8
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens matemātikā optimālajā līmenī,66.5,17,,,,2,,1,2,2,5,5,
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens ķīmijā 12.klasē,51.1,9,,,,1,1,2,2,2,1,,
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens fizikā 12.klasē,63.8,3,,,,,,,1,1,1,,
126,Daugavpils Tehnoloģiju vidusskola - licejs,Centralizētais eksāmens bioloģijā 12.klasei,54.0,14,,,,,2,1,7,4,,,
126,Daugavpils Tirdzniecības profesionālā vidusskola (prof.) (likv.),Centralizētais eksāmens angļu valodā 12.klasē,37.3,42,,,2,18,4,12,2,2,1,1,
126,Daugavpils Tirdzniecības profesionālā vidusskola (prof.) (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,30.3,42,2,1,7,12,11,5,1,3,,,
126,Daugavpils Tirdzniecības profesionālā vidusskola (prof.) (likv.),Centralizētais eksāmens matemātikā 12.klasei,23.3,41,2,2,17,9,6,2,1,2,,,
126,Daugavpils Tirdzniecības profesionālā vidusskola (prof.) (likv.),Centralizētais eksāmens matemātikā vispārīgajā līmenī,24.7,35,1,5,15,3,4,3,2,1,1,,
126,Daugavpils Universitāte,Centralizētais eksāmens latviešu valodā 12.klasei,35.0,3,,,1,,1,,1,,,,
126,Daugavpils Universitāte,Centralizētais eksāmens bioloģijā 12.klasei,45.7,5,,,,2,,1,,1,1,,
126,Daugavpils Universitāte,Centralizētais eksāmens matemātikā 12.klasei,10.0,2,,1,1,,,,,,,,
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,72.4,63,,,,,,6,8,9,17,15,8
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,90.7,30,,,,,,,,,,7,23
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,64.0,73,,,1,2,5,7,15,13,13,14,3
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens vācu valodā 12.klasē,44.9,1,,,,,,1,,,,,
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,66.9,69,,,,,2,7,15,12,19,13,1
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,66.2,69,,,1,,4,8,13,14,10,11,8
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,48.5,74,1,,8,8,11,12,13,7,3,9,2
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,55.8,10,,,,,2,2,1,3,2,,
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,61.0,36,,,,,2,4,10,10,8,2,
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,55.8,15,,,,,,6,2,5,1,1,
126,Daugavpils Valsts ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,64.0,5,,,,,,1,1,,3,,
128,Dienvidkurzemes 2. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,51.6,29,,,2,4,4,4,3,5,4,3,
128,Dienvidkurzemes 2. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,70.7,31,,,,1,1,,4,8,10,6,1
128,Dienvidkurzemes 2. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,38.7,19,,,3,6,2,2,2,2,2,,
128,Dienvidkurzemes 2. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,42.5,59,,,6,5,16,11,14,7,,,
128,Dienvidkurzemes 2. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,34.3,61,,2,7,12,16,18,4,2,,,
128,Dienvidkurzemes 2. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,33.6,21,,1,2,4,8,5,1,,,,
127,Dobeles 1. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,61.7,12,,,,,3,,3,2,2,,2
127,Dobeles 1. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,84.6,1,,,,,,,,,,1,
127,Dobeles 1. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,49.5,12,,,,,3,5,1,2,1,,
127,Dobeles 1. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,31.9,12,1,,3,2,,5,,1,,,
127,Dobeles Amatniecības un vispārizglītojošā vidusskola (prof.),Centralizētais eksāmens angļu valodā 12.klasē,54.8,39,,,4,4,3,4,5,6,7,6,
127,Dobeles Amatniecības un vispārizglītojošā vidusskola (prof.),Centralizētais eksāmens krievu valodā 12.klasei,55.7,9,,,1,,,2,3,1,1,1,
127,Dobeles Amatniecības un vispārizglītojošā vidusskola (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,40.1,46,,,1,10,15,10,6,4,,,
127,Dobeles Amatniecības un vispārizglītojošā vidusskola (prof.),Centralizētais eksāmens matemātikā 12.klasei,12.6,51,7,19,18,3,3,1,,,,,
127,Dobeles Valsts ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,76.6,78,,,,,,2,9,11,16,34,6
127,Dobeles Valsts ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,80.1,10,,,,,1,,,,1,6,2
127,Dobeles Valsts ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,83.4,4,,,,,,,,,1,3,
127,Dobeles Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,66.5,84,,,,1,3,4,23,20,15,14,4
127,Dobeles Valsts ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,53.9,84,,,,12,18,11,10,8,10,12,3
127,Dobeles Valsts ģimnāzija,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,70.3,3,,,,,,,1,,2,,
127,Dobeles Valsts ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,55.0,4,,,,,1,,2,,1,,
127,Dobeles Valsts ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,63.3,4,,,,,,,2,1,1,,
122,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,82.8,22,,,,,,,1,1,4,9,7
122,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,87.0,2,,,,,,,,,,1,1
122,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,72.1,9,,,,,1,,1,1,3,1,2
122,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,73.1,22,,,,,,2,1,5,8,4,2
122,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,44.2,22,,1,,5,3,6,4,,1,1,1
122,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,34.8,26,,,5,3,7,8,3,,,,
122,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,66.7,1,,,,,,,,1,,,
122,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,49.3,2,,,,,,1,1,,,,
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,70.3,57,,,,1,2,6,8,5,16,12,7
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,79.9,7,,,,,1,,,,2,,4
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,71.1,57,,,,2,2,2,8,6,15,16,6
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,63.2,62,,,,,2,13,12,15,10,6,4
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,37.7,62,,,17,13,10,4,6,4,5,1,2
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,84.4,1,,,,,,,,,,1,
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,28.9,57,2,3,18,14,6,3,6,3,1,1,
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,56.7,3,,,,,,2,,,1,,
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens fizikā 12.klasē,57.8,4,,,,,,1,2,,1,,
157,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,41.7,4,,,,,1,3,,,,,
180,Dricānu vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,72.0,6,,,,,,,1,2,1,2,
180,Dricānu vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,77.3,8,,,,,,,1,1,2,3,1
180,Dricānu vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,60.5,11,,,,2,1,,1,3,2,2,
180,Dricānu vidusskola,Centralizētais eksāmens matemātikā 12.klasei,32.6,11,,1,1,4,2,1,1,1,,,
198,Druvas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,79.3,29,,,,,,1,1,3,6,14,4
198,Druvas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,76.5,31,,,,,1,3,3,,6,12,6
198,Druvas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,86.1,1,,,,,,,,,,1,
198,Druvas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,67.9,29,,,,,,3,4,10,5,6,1
198,Druvas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,46.0,29,,,,4,8,7,4,4,,2,
198,Druvas vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,46.3,31,,,4,3,5,2,10,5,2,,
198,Druvas vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,55.3,1,,,,,,,1,,,,
198,Druvas vidusskola,Centralizētais eksāmens fizikā 12.klasē,64.0,3,,,,,,1,,1,1,,
198,Druvas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,59.5,5,,,,,,1,1,3,,,
